annotator_id,stakeholder,Informazioni cronologiche,Do you wish to proceed?,Gender identity,Age,Nationality,Your first language,Ethnicity,Are you currently a student? ,Highest education level completed,Employment status,"When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not someone suffered emotionally]","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not some people were treated differently than others]","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not someone’s action showed love for his or her country]","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not someone showed a lack of respect for authority]","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not someone violated standards of purity and decency]","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not someone was good at math]","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not someone cared for someone weak or vulnerable]","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not someone acted unfairly]","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not someone did something to betray his or her group]","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not someone conformed to the traditions of society]","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not someone did something disgusting]","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not someone was cruel]","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not someone was denied his or her rights]","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not someone showed a lack of loyalty]","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not an action caused chaos or disorder]","When you decide whether something is right or wrong, to what extent are the following considerations relevant to your thinking? Please rate each statement using this scale [Whether or not someone acted in a way that God would approve of]",Please read the following sentences and indicate your agreement or disagreement [Compassion for those who are suffering is the most crucial virtue.],"Please read the following sentences and indicate your agreement or disagreement [When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.]",Please read the following sentences and indicate your agreement or disagreement [I am proud of my country’s history.],Please read the following sentences and indicate your agreement or disagreement [Respect for authority is something all children need to learn.],"Please read the following sentences and indicate your agreement or disagreement [People should not do things that are disgusting, even if no one is harmed.]",Please read the following sentences and indicate your agreement or disagreement [It is better to do good than to do bad.],Please read the following sentences and indicate your agreement or disagreement [One of the worst things a person could do is hurt a defenseless animal.],Please read the following sentences and indicate your agreement or disagreement [Justice is the most important requirement for a society.],"Please read the following sentences and indicate your agreement or disagreement [People should be loyal to their family members, even when they have done something wrong.]",Please read the following sentences and indicate your agreement or disagreement [Men and women each have different roles to play in society.],Please read the following sentences and indicate your agreement or disagreement [I would call some acts wrong on the grounds that they are unnatural.],Please read the following sentences and indicate your agreement or disagreement [It can never be right to kill a human being.],Please read the following sentences and indicate your agreement or disagreement [I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.],Please read the following sentences and indicate your agreement or disagreement [It is more important to be a team player than to express oneself.],"Please read the following sentences and indicate your agreement or disagreement [If I were a soldier and disagreed with my commanding officer’s orders, I would obey anyway because that is my duty.]",Please read the following sentences and indicate your agreement or disagreement [Chastity is an important and valuable virtue.]
9353d091e26ba7e7bc594983cdf2d8ac,researcher,12/11/2024 9.29.42,Yes,Female,30.0,Italian,Italian,White,"Yes, I am a PhD student",Master degree,Full-Time,4 (very relevant),4 (very relevant),1 (not very relevant),1 (not very relevant),1 (not very relevant),1 (not very relevant),4 (very relevant),2 (slightly relevant),3 (somewhat relevant),1 (not very relevant),2 (slightly relevant),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),4 (very relevant),3 (somewhat relevant),3 (somewhat relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),1 (moderately disagree),4 (moderately agree),0 (strongly disagree),1 (moderately disagree),2 (slightly disagree),5 (strongly agree),0 (strongly disagree),2 (slightly disagree),0 (strongly disagree),0 (strongly disagree),0 (strongly disagree),2 (slightly disagree),2 (slightly disagree),0 (strongly disagree),2 (slightly disagree),1 (moderately disagree)
0c7f6d40c95e0bdbdc32e4520ad516a2,activist,13/11/2024 9.46.51,Yes,Female,25.0,Italian,Italian,White,"Yes, in the master's degree",Bachelor degree,"Student, Ongoing internship",5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),3 (somewhat relevant),4 (very relevant),2 (slightly relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),4 (very relevant),2 (slightly relevant),1 (not very relevant),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),2 (slightly relevant),3 (somewhat relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),3 (slightly agree),5 (strongly agree),3 (slightly agree),4 (moderately agree),1 (moderately disagree),3 (slightly agree),4 (moderately agree),5 (strongly agree),2 (slightly disagree),0 (strongly disagree),0 (strongly disagree),5 (strongly agree),3 (slightly agree),1 (moderately disagree),1 (moderately disagree),0 (strongly disagree)
c1d57c498efcad5b01fac2ec804ad227,activist,15/11/2024 15.44.41,Yes,Female,62.0,Italy,Hebrew,White,No,Doctorate degree,"Not in paid work (e.g. homemaker, retired)",4 (very relevant),4 (very relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),1 (not very relevant),3 (somewhat relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),4 (very relevant),4 (very relevant),1 (not very relevant),3 (somewhat relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),4 (very relevant),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),3 (somewhat relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),3 (slightly agree),5 (strongly agree),0 (strongly disagree),1 (moderately disagree),2 (slightly disagree),2 (slightly disagree),1 (moderately disagree),4 (moderately agree),1 (moderately disagree),0 (strongly disagree),0 (strongly disagree),5 (strongly agree),5 (strongly agree),4 (moderately agree),0 (strongly disagree),3 (slightly agree)
e82b8b10b5ddbb8ebf76bf7f1fc7f150,researcher,16/11/2024 11.01.56,Yes,Female,27.0,Italian,Italian,White,"Yes, I am a PhD student",Master degree,Full-Time,4 (very relevant),4 (very relevant),2 (slightly relevant),2 (slightly relevant),2 (slightly relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),4 (very relevant),3 (somewhat relevant),3 (somewhat relevant),4 (very relevant),4 (very relevant),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),3 (somewhat relevant),3 (somewhat relevant),2 (slightly relevant),1 (moderately disagree),4 (moderately agree),1 (moderately disagree),1 (moderately disagree),4 (moderately agree),4 (moderately agree),5 (strongly agree),4 (moderately agree),1 (moderately disagree),0 (strongly disagree),2 (slightly disagree),5 (strongly agree),4 (moderately agree),5 (strongly agree),0 (strongly disagree),0 (strongly disagree)
2eae0a050aa9adbde96190bb86cfef56,researcher,19/11/2024 13.17.28,Yes,Female,30.0,Italian\,Italian,White,"Yes, I am a PhD student",Master degree,Full-Time,4 (very relevant),4 (very relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),4 (very relevant),4 (very relevant),1 (not very relevant),1 (not very relevant),1 (not very relevant),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),1 (not very relevant),1 (not very relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),4 (moderately agree),5 (strongly agree),0 (strongly disagree),0 (strongly disagree),0 (strongly disagree),4 (moderately agree),4 (moderately agree),4 (moderately agree),0 (strongly disagree),0 (strongly disagree),0 (strongly disagree),4 (moderately agree),5 (strongly agree),0 (strongly disagree),0 (strongly disagree),0 (strongly disagree)
42b99d5e471cf6aff265b5ce63c2eadd,activist,19/11/2024 19.26.45,Yes,Non-binary,26.0,Italian / Argentinian,Italian,White,"Yes, in the bachelor's degree",High school diploma,Lavoro occasionale,2 (slightly relevant),4 (very relevant),4 (very relevant),1 (not very relevant),1 (not very relevant),2 (slightly relevant),2 (slightly relevant),4 (very relevant),3 (somewhat relevant),4 (very relevant),1 (not very relevant),4 (very relevant),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),2 (slightly relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),3 (slightly agree),4 (moderately agree),2 (slightly disagree),1 (moderately disagree),1 (moderately disagree),3 (slightly agree),4 (moderately agree),3 (slightly agree),0 (strongly disagree),1 (moderately disagree),0 (strongly disagree),5 (strongly agree),2 (slightly disagree),2 (slightly disagree),1 (moderately disagree),0 (strongly disagree)
80514039f2440568f87657f295d732a1,student,21/11/2024 12.10.39,Yes,Female,21.0,Spanish,Spanish,White,"Yes, in the bachelor's degree",Bachelor degree,Part-Time,3 (somewhat relevant),2 (slightly relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),3 (somewhat relevant),4 (very relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),4 (very relevant),4 (very relevant),4 (very relevant),2 (slightly relevant),4 (very relevant),4 (very relevant),4 (very relevant),4 (very relevant),3 (somewhat relevant),1 (not very relevant),4 (moderately agree),3 (slightly agree),2 (slightly disagree),3 (slightly agree),3 (slightly agree),5 (strongly agree),2 (slightly disagree),3 (slightly agree),3 (slightly agree),3 (slightly agree),3 (slightly agree),5 (strongly agree),2 (slightly disagree),2 (slightly disagree),3 (slightly agree),1 (moderately disagree)
2dc0ccbf44154f06a0a8bf39a76e3e25,student,21/11/2024 23.52.52,Yes,Female,22.0,Spanish,Spanish,Mixed,"Yes, in the master's degree",Bachelor degree,Scholarship,5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),2 (slightly relevant),1 (not very relevant),4 (very relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),3 (somewhat relevant),3 (somewhat relevant),4 (very relevant),2 (slightly relevant),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),3 (somewhat relevant),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),3 (somewhat relevant),5 (strongly agree),4 (moderately agree),2 (slightly disagree),3 (slightly agree),4 (moderately agree),5 (strongly agree),5 (strongly agree),5 (strongly agree),2 (slightly disagree),1 (moderately disagree),2 (slightly disagree),5 (strongly agree),4 (moderately agree),2 (slightly disagree),3 (slightly agree),1 (moderately disagree)
2110b8985c8817b5ad4874742d56fe3e,student,25/11/2024 10.43.34,Yes,Female,24.0,Italian,Italian,White,"Yes, in the master's degree",Bachelor degree,Unemployed (and job seeking),3 (somewhat relevant),4 (very relevant),1 (not very relevant),1 (not very relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),3 (somewhat relevant),3 (somewhat relevant),1 (not very relevant),4 (very relevant),4 (very relevant),4 (very relevant),3 (somewhat relevant),2 (slightly relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),4 (moderately agree),5 (strongly agree),1 (moderately disagree),2 (slightly disagree),3 (slightly agree),5 (strongly agree),3 (slightly agree),4 (moderately agree),0 (strongly disagree),0 (strongly disagree),0 (strongly disagree),4 (moderately agree),5 (strongly agree),2 (slightly disagree),0 (strongly disagree),0 (strongly disagree)
1360fe6f6b2db1c880e26abc25ae63cd,activist,25/11/2024 13.49.21,Yes,Female,24.0,Italian,Italian,White,"Yes, in the master's degree",Master degree,Unemployed (and job seeking),4 (very relevant),4 (very relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),2 (slightly relevant),3 (somewhat relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),4 (very relevant),4 (very relevant),4 (very relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),3 (somewhat relevant),4 (very relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),5 (strongly agree),5 (strongly agree),1 (moderately disagree),3 (slightly agree),5 (strongly agree),5 (strongly agree),5 (strongly agree),5 (strongly agree),3 (slightly agree),0 (strongly disagree),0 (strongly disagree),4 (moderately agree),4 (moderately agree),3 (slightly agree),1 (moderately disagree),0 (strongly disagree)
2a5bdf1f12877698c4860728c2af3336,activist,25/11/2024 15.15.48,Yes,Female,23.0,Greek,Greek,White,"Yes, in the bachelor's degree",High school diploma,Unemployed (and job seeking),3 (somewhat relevant),4 (very relevant),1 (not very relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),1 (not very relevant),4 (very relevant),4 (very relevant),4 (very relevant),1 (not very relevant),2 (slightly relevant),4 (very relevant),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),3 (somewhat relevant),1 (not very relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),4 (moderately agree),2 (slightly disagree),3 (slightly agree),0 (strongly disagree),1 (moderately disagree),4 (moderately agree),5 (strongly agree),5 (strongly agree),1 (moderately disagree),0 (strongly disagree),1 (moderately disagree),2 (slightly disagree),3 (slightly agree),1 (moderately disagree),3 (slightly agree),0 (strongly disagree)
5b0a7f3d17b66540674a4305eb32604e,activist,25/11/2024 17.53.10,Yes,Male,26.0,Kazakhstan,Russian,White,No,High school diploma,Part-Time,3 (somewhat relevant),3 (somewhat relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),4 (very relevant),3 (somewhat relevant),1 (not very relevant),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),1 (not very relevant),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),5 (strongly agree),5 (strongly agree),2 (slightly disagree),0 (strongly disagree),1 (moderately disagree),5 (strongly agree),2 (slightly disagree),2 (slightly disagree),2 (slightly disagree),0 (strongly disagree),0 (strongly disagree),5 (strongly agree),3 (slightly agree),2 (slightly disagree),0 (strongly disagree),0 (strongly disagree)
b49bdb65454bb4bcfd5c00785d60ab9e,activist,26/11/2024 0.07.52,Yes,Female,19.0,Greek,Greek,Mixed,"Yes, in the bachelor's degree",High school diploma,Part-Time,5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),3 (somewhat relevant),3 (somewhat relevant),3 (somewhat relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),4 (very relevant),2 (slightly relevant),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),3 (somewhat relevant),4 (very relevant),2 (slightly relevant),5 (strongly agree),4 (moderately agree),3 (slightly agree),2 (slightly disagree),5 (strongly agree),5 (strongly agree),5 (strongly agree),5 (strongly agree),0 (strongly disagree),1 (moderately disagree),0 (strongly disagree),2 (slightly disagree),5 (strongly agree),4 (moderately agree),0 (strongly disagree),0 (strongly disagree)
1596815a069a4e781b87506ae2c9fc10,researcher,26/11/2024 11.41.36,Yes,Male,45.0,Indian,Hindi,Asian,No,Doctorate degree,Full-Time,5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (strongly agree),5 (strongly agree),5 (strongly agree),5 (strongly agree),5 (strongly agree),5 (strongly agree),5 (strongly agree),5 (strongly agree),0 (strongly disagree),1 (moderately disagree),0 (strongly disagree),5 (strongly agree),2 (slightly disagree),4 (moderately agree),0 (strongly disagree),1 (moderately disagree)
ec883e998e1977edfd09386591018144,student,26/11/2024 15.05.40,Yes,Female,24.0,Italian,Italian,White,"Yes, in the master's degree",Bachelor degree,University student,4 (very relevant),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),2 (slightly relevant),1 (not very relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),1 (not very relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),2 (slightly relevant),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),5 (extremely relevant (This is one of the most important factors when I judge right and wrong)),2 (slightly relevant),3 (somewhat relevant),0 (not at all relevant (This consideration has nothing to do with my judgments of right and wrong)),5 (strongly agree),5 (strongly agree),3 (slightly agree),3 (slightly agree),1 (moderately disagree),5 (strongly agree),5 (strongly agree),4 (moderately agree),0 (strongly disagree),0 (strongly disagree),0 (strongly disagree),5 (strongly agree),4 (moderately agree),1 (moderately disagree),2 (slightly disagree),0 (strongly disagree)
